Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Action Updated Date,Community Board,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
23371470,06/06/2012 11:46:00 AM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Literature Request,CITY AGENCY RECYCLING POSTER,Other,11231,,,,,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/06/2012 11:51:00 AM,06 BROOKLYN,BROOKLYN,,,Unspecified,BROOKLYN,,,,,,,,,,
23374037,06/06/2012 11:46:00 AM,06/11/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10306,136 PELICAN CIRCLE,PELICAN CIRCLE,BEND,BEND,,,ADDRESS,STATEN ISLAND,,N/A,Closed,,06/11/2012 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,952910,142517,Unspecified,STATEN ISLAND,,,,,,,,40.55779662083364,-74.11278566547068,"(40.55779662083364, -74.11278566547068)"
23374447,06/06/2012 11:46:00 AM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,22 Weeds,Sidewalk,11355,149-23 45 AVENUE,45 AVENUE,149 STREET,MURRAY STREET,,,ADDRESS,FLUSHING,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,07 QUEENS,QUEENS,1036157,214826,Unspecified,QUEENS,,,,,,,,40.75617188322975,-73.8126418907399,"(40.75617188322975, -73.8126418907399)"
23373024,06/06/2012 11:51:00 AM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10468,2816 PARKVIEW TERRACE,PARKVIEW TERRACE,BEND,MORRIS AVENUE,,,ADDRESS,BRONX,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,07 BRONX,BRONX,1013482,256456,Unspecified,BRONX,,,,,,,,40.870538558985984,-73.89430579607273,"(40.870538558985984, -73.89430579607273)"
23372702,06/06/2012 11:52:00 AM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,22 Weeds,Sidewalk,11385,MYRTLE AVENUE,MYRTLE AVENUE,88 LANE,88 PLACE,,,BLOCKFACE,RIDGEWOOD,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,05 QUEENS,QUEENS,1023761,195369,Unspecified,QUEENS,,,,,,,,40.70283132963446,-73.85749935982662,"(40.70283132963446, -73.85749935982662)"
23369418,06/06/2012 11:55:00 AM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Litter Basket / Request,10 Litter Basket / Request,Sidewalk,10306,,,,,LOCUST AVENUE,HYLAN BOULEVARD,INTERSECTION,STATEN ISLAND,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,954374,147935,Unspecified,STATEN ISLAND,,,,,,,,40.57267302271657,-74.10754099905446,"(40.57267302271657, -74.10754099905446)"
23368529,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,62 EAST  174 STREET,EAST  174 STREET,CROSS BRONX EP NB EN JEROME AV,WALTON AVENUE,,,ADDRESS,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1008398,247108,Unspecified,BRONX,,,,,,,,40.84489648518351,-73.9127216886385,"(40.84489648518351, -73.9127216886385)"
23368530,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,62 EAST  174 STREET,EAST  174 STREET,62 EAST 174 STREET,CROSS BX E & WALTON AVE,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1008398,247108,Unspecified,BRONX,,,,,,,,40.84489648518351,-73.9127216886385,"(40.84489648518351, -73.9127216886385)"
23368531,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10032,158-18 RIVERSIDE DRIVE,RIVERSIDE DRIVE,158-18 RIVERSIDE DR,WEST 88 STREET,,,PLACENAME,NEW YORK,,,Closed,,06/07/2012 12:00:00 PM,12 MANHATTAN,MANHATTAN,998513,244058,Unspecified,MANHATTAN,,,,,,,,40.83654662540642,-73.94845559942445,"(40.83654662540642, -73.94845559942445)"
23368532,06/06/2012 12:00:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11208,183 HIGHLAND PLACE,HIGHLAND PLACE,183 HIGHLAND PLACE,FULTON STREET,,,PLACENAME,BROOKLYN,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,05 BROOKLYN,BROOKLYN,1017265,187251,Unspecified,BROOKLYN,,,,,,,,40.68057593478616,-73.88096763099689,"(40.68057593478616, -73.88096763099689)"
23369400,06/06/2012 12:00:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,4545 KINGS HIGHWAY,KINGS HIGHWAY,4545 KINGS HWY,AVENUE I & AVENUE J,,,PLACENAME,BROOKLYN,,,Closed,,06/06/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1002946,168389,Unspecified,BROOKLYN,,,,,,,,40.62884570976118,-73.93264565336693,"(40.62884570976118, -73.93264565336693)"
23369401,06/06/2012 12:00:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11238,,,GRAND AVE,,CLIFTON PLACE,GRAND AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,02 BROOKLYN,BROOKLYN,994596,189870,Unspecified,BROOKLYN,,,,,,,,40.687820014242725,-73.96269446196268,"(40.687820014242725, -73.96269446196268)"
23369402,06/06/2012 12:00:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11222,174 KENT STREET,KENT STREET,174 KENT ST,MANHATTAN AVENUE,,,PLACENAME,BROOKLYN,,,Closed,,06/08/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,997111,205593,Unspecified,BROOKLYN,,,,,,,,40.730972618378125,-73.95359585994188,"(40.730972618378125, -73.95359585994188)"
23369419,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10306,10 JEFFERSON AVENUE,JEFFERSON AVENUE,10 JEFFERSON AVE,RICHMOND ROAD,,,PLACENAME,STATEN ISLAND,,,Closed,,06/07/2012 12:00:00 PM,02 STATEN ISLAND,STATEN ISLAND,955159,152626,Unspecified,STATEN ISLAND,,,,,,,,40.58555149395228,-74.10473552213976,"(40.58555149395228, -74.10473552213976)"
23369420,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10314,,,CLINTON B FISKE AVE,,LEONARD AVENUE,CLINTON B FISKE AVENUE,INTERSECTION,STATEN ISLAND,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,947168,164324,Unspecified,STATEN ISLAND,,,,,,,,40.61763026409392,-74.13356947749241,"(40.61763026409392, -74.13356947749241)"
23370281,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1447 MACOMBS ROAD,MACOMBS ROAD,1447 MACOMBS ROAD,JEROME AVENUE & INWOOD AV,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1006994,245902,Unspecified,BRONX,,,,,,,,40.84159009752069,-73.91780026437675,"(40.84159009752069, -73.91780026437675)"
23370282,06/06/2012 12:00:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11379,,,ELIOT AVE,,65 STREET,ELIOT AVENUE,INTERSECTION,QUEENS,,,Closed,,06/08/2012 12:00:00 PM,05 QUEENS,QUEENS,1012575,200237,Unspecified,QUEENS,,,,,,,,40.716235702871096,-73.8978223400854,"(40.716235702871096, -73.8978223400854)"
23370284,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11419,103-44 121 STREET,121 STREET,103 AVENUE & LIBERTY AV,LIBERTY AVENUE,,,ADDRESS,South Richmond Hill,,,Closed,,06/07/2012 12:00:00 PM,10 QUEENS,QUEENS,1033450,189921,Unspecified,QUEENS,,,,,,,,40.68782929761122,-73.82259482638842,"(40.68782929761122, -73.82259482638842)"
23370423,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11416,94-27 78 STREET,78 STREET,94-27 78 ST,ATLANTIC AVENUE & 95 AV,,,PLACENAME,OZONE PARK,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,09 QUEENS,QUEENS,1022717,188410,Unspecified,QUEENS,,,,,,,,40.68373510845019,-73.86130438997824,"(40.68373510845019, -73.86130438997824)"
23370424,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11234,4545 KINGS HIGHWAY,KINGS HIGHWAY,4545 KINGS HWY,AVENUE J & AVENUE I,,,PLACENAME,BROOKLYN,,,Closed,,06/07/2012 12:00:00 PM,18 BROOKLYN,BROOKLYN,1002946,168389,Unspecified,BROOKLYN,,,,,,,,40.62884570976118,-73.93264565336693,"(40.62884570976118, -73.93264565336693)"
23370426,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1500 MACOMBS ROAD,MACOMBS ROAD,1500 MACOMBS ROAD,CROMWELL AVENUE,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1006945,246330,Unspecified,BRONX,,,,,,,,40.842764958026116,-73.91797590813067,"(40.842764958026116, -73.91797590813067)"
23370427,06/06/2012 12:00:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11233,1754 BERGEN STREET,BERGEN STREET,1754 BERGEN STREET,BUFFALO AVENUE,,,PLACENAME,BROOKLYN,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,08 BROOKLYN,BROOKLYN,1005302,185090,Unspecified,BROOKLYN,,,,,,,,40.67468101567931,-73.92410578572209,"(40.67468101567931, -73.92410578572209)"
23371131,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11232,4002 3 AVENUE,3 AVENUE,4002 3 AVE,40 STREET & 41 STREET,,,PLACENAME,BROOKLYN,,,Closed,,06/07/2012 12:00:00 PM,07 BROOKLYN,BROOKLYN,981791,177254,Unspecified,BROOKLYN,,,,,,,,40.6531976218078,-74.0088620441563,"(40.6531976218078, -74.0088620441563)"
23371135,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1572 JEROME AVENUE,JEROME AVENUE,1572 JEROME AVE,EAST 172 STREET,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1007787,246804,Unspecified,BRONX,,,,,,,,40.84406374449692,-73.91493109650096,"(40.84406374449692, -73.91493109650096)"
23371136,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11385,72-69 61 STREET,61 STREET,72-69 61 ST,60 LANE & 75 AVENUE,,,PLACENAME,RIDGEWOOD,,,Closed,,06/07/2012 12:00:00 PM,05 QUEENS,QUEENS,1013602,194392,Unspecified,QUEENS,,,,,,,,40.70018922484055,-73.89414309433876,"(40.70018922484055, -73.89414309433876)"
23371137,06/06/2012 12:00:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11377,,,47 AVE,,69 STREET,47 AVENUE,INTERSECTION,QUEENS,,,Closed,,06/06/2012 12:00:00 PM,02 QUEENS,QUEENS,1013106,208556,Unspecified,QUEENS,,,,,,,,40.7390675980332,-73.89587117610836,"(40.7390675980332, -73.89587117610836)"
23371138,06/06/2012 12:00:00 PM,06/09/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11101,,,38 AVE,,31 STREET,38 AVENUE,INTERSECTION,QUEENS,,DSNY Garage,Closed,,06/09/2012 12:00:00 PM,01 QUEENS,QUEENS,1003084,213909,Unspecified,QUEENS,,,,,,,,40.75378725624085,-73.9320212307947,"(40.75378725624085, -73.9320212307947)"
23371284,06/06/2012 12:00:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11238,,,GRAND AVE,,CLIFTON PLACE,GRAND AVENUE,INTERSECTION,BROOKLYN,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,02 BROOKLYN,BROOKLYN,994596,189870,Unspecified,BROOKLYN,,,,,,,,40.687820014242725,-73.96269446196268,"(40.687820014242725, -73.96269446196268)"
23371285,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1500 MACOMBS ROAD,MACOMBS ROAD,1500 MACOMBS ROAD,CROMWELL AVENUE,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1006945,246330,Unspecified,BRONX,,,,,,,,40.842764958026116,-73.91797590813067,"(40.842764958026116, -73.91797590813067)"
23372010,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,15 FEATHERBED LANE,FEATHERBED LANE,15 FEATHERBED LANE,EAST 174 STREET,,,PLACENAME,BRONX,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,05 BRONX,BRONX,1007890,247393,Unspecified,BRONX,,,,,,,,40.84568010074702,-73.91455675121453,"(40.84568010074702, -73.91455675121453)"
23372174,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,15 FEATHERBED LANE,FEATHERBED LANE,15 FEATHERBED LANE,EAST 174 STREET,,,PLACENAME,BRONX,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,05 BRONX,BRONX,1007890,247393,Unspecified,BRONX,,,,,,,,40.84568010074702,-73.91455675121453,"(40.84568010074702, -73.91455675121453)"
23372782,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1500 MACOMBS ROAD,MACOMBS ROAD,1500 MACOMBS ROAD,CROMWELL AVENUE,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1006945,246330,Unspecified,BRONX,,,,,,,,40.842764958026116,-73.91797590813067,"(40.842764958026116, -73.91797590813067)"
23372783,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1572 JEROME AVENUE,JEROME AVENUE,1572 JEROME AVE,EAST 172 STREET,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1007787,246804,Unspecified,BRONX,,,,,,,,40.84406374449692,-73.91493109650096,"(40.84406374449692, -73.91493109650096)"
23372784,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1500 MACOMBS ROAD,MACOMBS ROAD,1500 MACOMBS ROAD,CROMWELL AVENUE,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1006945,246330,Unspecified,BRONX,,,,,,,,40.842764958026116,-73.91797590813067,"(40.842764958026116, -73.91797590813067)"
23372785,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11385,72-69 61 STREET,61 STREET,72-69 61 ST,60 LANE & 75 AVENUE,,,PLACENAME,RIDGEWOOD,,,Closed,,06/07/2012 12:00:00 PM,05 QUEENS,QUEENS,1013602,194392,Unspecified,QUEENS,,,,,,,,40.70018922484055,-73.89414309433876,"(40.70018922484055, -73.89414309433876)"
23373021,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11378,59-62 69 LANE,69 LANE,59-62 69 LN,CALDWELL AVENUE & 60 AV,,,PLACENAME,MASPETH,,,Closed,,06/07/2012 12:00:00 PM,05 QUEENS,QUEENS,1014463,202782,Unspecified,QUEENS,,,,,,,,40.72321486356487,-73.89100028159712,"(40.72321486356487, -73.89100028159712)"
23373579,06/06/2012 12:00:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11435,83-65 DANIELS STREET,DANIELS STREET,83-65 DANIELS STREET,HOOVER AVENUE & 84 AVENUE,,,PLACENAME,JAMAICA,,,Closed,,06/06/2012 12:00:00 PM,08 QUEENS,QUEENS,1035525,199432,Unspecified,QUEENS,,,,,,,,40.71392293108994,-73.81504040858637,"(40.71392293108994, -73.81504040858637)"
23373580,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10452,1447 MACOMBS ROAD,MACOMBS ROAD,1447 MACOMBS ROAD,JEROME AVENUE & INWOOD AV,,,PLACENAME,BRONX,,,Closed,,06/07/2012 12:00:00 PM,04 BRONX,BRONX,1006994,245902,Unspecified,BRONX,,,,,,,,40.84159009752069,-73.91780026437675,"(40.84159009752069, -73.91780026437675)"
23373832,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11354,,,25 AVE,,130 STREET,25 AVENUE,INTERSECTION,QUEENS,,,Closed,,06/07/2012 12:00:00 PM,07 QUEENS,QUEENS,1028826,222264,Unspecified,QUEENS,,,,,,,,40.776627231329925,-73.83905371361715,"(40.776627231329925, -73.83905371361715)"
23373833,06/06/2012 12:00:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10303,41 RENFREW PLACE,RENFREW PLACE,41 RENFREW PLACE,MURDOCK PLACE,,,PLACENAME,STATEN ISLAND,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,943410,167458,Unspecified,STATEN ISLAND,,,,,,,,40.626215902520336,-74.14712474069721,"(40.626215902520336, -74.14712474069721)"
23374676,06/06/2012 12:00:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,10301,,,LAFAYETTE AVE,,VAN BUREN STREET,LAFAYETTE AVENUE,INTERSECTION,STATEN ISLAND,,DSNY Garage,Closed,,06/06/2012 12:00:00 PM,01 STATEN ISLAND,STATEN ISLAND,957673,173959,Unspecified,STATEN ISLAND,,,,,,,,40.64411402581983,-74.09576841407744,"(40.64411402581983, -74.09576841407744)"
23374677,06/06/2012 12:00:00 PM,06/06/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11419,105-52 132 STREET,132 STREET,105-52 132 ST,DEAD END & 107 AVENUE,,,PLACENAME,SOUTH RICHMOND HILL,,,Closed,,06/06/2012 12:00:00 PM,10 QUEENS,QUEENS,1036126,190106,Unspecified,QUEENS,,,,,,,,40.68832179908526,-73.81294431983412,"(40.68832179908526, -73.81294431983412)"
23374678,06/06/2012 12:00:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,11230,340 WEBSTER AVENUE,WEBSTER AVENUE,340 WEBSTER AVE,EAST 8 STREET,,,PLACENAME,BROOKLYN,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,14 BROOKLYN,BROOKLYN,992912,170186,Unspecified,BROOKLYN,,,,,,,,40.63379358847941,-73.96879190404287,"(40.63379358847941, -73.96879190404287)"
23368222,06/06/2012 12:01:00 PM,06/06/2012 12:01:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E2 Receptacle Violation,Sidewalk,11423,88-14 183 STREET,183 STREET,HILLSIDE AVENUE,89 AVENUE,,,ADDRESS,HOLLIS,,N/A,Closed,,06/06/2012 12:01:00 PM,12 QUEENS,QUEENS,1045582,199297,Unspecified,QUEENS,,,,,,,,40.713488388189546,-73.77876408901238,"(40.713488388189546, -73.77876408901238)"
23368838,06/06/2012 12:01:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),2 Bulk-Missed Collection,Sidewalk,10312,32 HOLCOMB AVENUE,HOLCOMB AVENUE,CROWN AVENUE,WOODROW ROAD,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,931379,138659,Unspecified,STATEN ISLAND,,,,,,,,40.547104941645344,-74.1902405821609,"(40.547104941645344, -74.1902405821609)"
23370828,06/06/2012 12:01:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,11385,,,,,MYRTLE AVENUE,88 LANE,INTERSECTION,RIDGEWOOD,,N/A,Closed,,06/07/2012 12:00:00 PM,05 QUEENS,QUEENS,1023888,195353,Unspecified,QUEENS,,,,,,,,40.70278684546814,-73.85704141575413,"(40.70278684546814, -73.85704141575413)"
23372796,06/06/2012 12:01:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E3 Dirty Sidewalk,Sidewalk,10013,244 CANAL STREET,CANAL STREET,CENTRE STREET,LAFAYETTE STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,06/08/2012 12:00:00 PM,01 MANHATTAN,MANHATTAN,984191,200932,Unspecified,MANHATTAN,,,,,,,,40.71818865394292,-74.0002128387366,"(40.71818865394292, -74.0002128387366)"
23374682,06/06/2012 12:01:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Sweeping/Missed-Inadequate,3 Sweeping/Missed-Inadequate,Sidewalk,11223,LAKE STREET,LAKE STREET,AVENUE S,KINGS HIGHWAY,,,BLOCKFACE,BROOKLYN,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,11 BROOKLYN,BROOKLYN,991683,158963,Unspecified,BROOKLYN,,,,,,,,40.60298990296595,-73.97323219215781,"(40.60298990296595, -73.97323219215781)"
23368139,06/06/2012 12:16:00 PM,06/09/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,10005,,,,,BROAD STREET,WALL STREET,INTERSECTION,NEW YORK,,N/A,Closed,,06/09/2012 12:00:00 PM,01 MANHATTAN,MANHATTAN,981290,196898,Unspecified,MANHATTAN,,,,,,,,40.70711578992781,-74.01067623751081,"(40.70711578992781, -74.01067623751081)"
23371302,06/06/2012 12:16:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Missed Collection (All Materials),1 Missed Collection,Sidewalk,11211,276 BROADWAY,BROADWAY,HAVEMEYER STREET,MARCY AVENUE,,,ADDRESS,BROOKLYN,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,995689,197483,Unspecified,BROOKLYN,,,,,,,,40.70871457737623,-73.95874040059813,"(40.70871457737623, -73.95874040059813)"
23371201,06/06/2012 12:29:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Other Enforcement,E2A Storage Of Receptacles,Sidewalk,10016,560 2 AVENUE,2 AVENUE,EAST 31 STREET,EAST 32 STREET,,,ADDRESS,NEW YORK,,N/A,Closed,,06/08/2012 12:00:00 PM,06 MANHATTAN,MANHATTAN,990587,209951,Unspecified,MANHATTAN,,,,,,,,40.74294133043865,-73.9771311832731,"(40.74294133043865, -73.9771311832731)"
23368216,06/06/2012 12:31:00 PM,06/09/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E1 Improper Disposal,Sidewalk,11208,1208 LIBERTY AVENUE,LIBERTY AVENUE,101 AVENUE,FORBELL STREET,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/09/2012 12:00:00 PM,05 BROOKLYN,BROOKLYN,1021821,186683,Unspecified,BROOKLYN,,,,,,,,40.67899874015458,-73.86454460775647,"(40.67899874015458, -73.86454460775647)"
23368999,06/06/2012 12:31:00 PM,06/09/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11372,88-20 NORTHERN BOULEVARD,NORTHERN BOULEVARD,88 STREET,89 STREET,,,ADDRESS,JACKSON HEIGHTS,,N/A,Closed,,06/09/2012 12:00:00 PM,03 QUEENS,QUEENS,1017630,214791,Unspecified,QUEENS,,,,,,,,40.75616517167704,-73.87951508928455,"(40.75616517167704, -73.87951508928455)"
23369957,06/06/2012 12:31:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Dirty Conditions,E12 Illegal Dumping Surveillance,Sidewalk,11206,101 WALTON STREET,WALTON STREET,HARRISON AVENUE,THROOP AVENUE,,,ADDRESS,BROOKLYN,,N/A,Closed,,06/07/2012 12:00:00 PM,01 BROOKLYN,BROOKLYN,998427,195220,Unspecified,BROOKLYN,,,,,,,,40.702499213347764,-73.94886941016655,"(40.702499213347764, -73.94886941016655)"
23374512,06/06/2012 12:33:00 PM,06/08/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,15 Street Cond/Dump-Out/Drop-Off,Street,10312,253 EYLANDT STREET,EYLANDT STREET,LIPSETT AVENUE,DEAD END,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,06/08/2012 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,935840,133371,Unspecified,STATEN ISLAND,,,,,,,,40.53261587483333,-74.17415121562567,"(40.53261587483333, -74.17415121562567)"
23368135,06/06/2012 12:35:00 PM,06/07/2012 12:00:00 PM,DSNY,Department of Sanitation,Sanitation Condition,22 Weeds,Sidewalk,10309,135 SHARROTTS ROAD,SHARROTTS ROAD,ROBIN COURT,DARNELL LANE,,,ADDRESS,STATEN ISLAND,,DSNY Garage,Closed,,06/07/2012 12:00:00 PM,03 STATEN ISLAND,STATEN ISLAND,922398,135132,Unspecified,STATEN ISLAND,,,,,,,,40.537365939220024,-74.22252367429634,"(40.537365939220024, -74.22252367429634)"
